,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4436,54,4,1,2,0,1014,0,1,0,30,0,240,1,162,2,0,1
4437,50,4,1,2,0,2366,0,0,0,28,4,816,2,149,1,1,1
4438,31,3,2,0,0,26965,0,0,0,21,0,654,2,-1,0,3,1
4439,45,4,2,2,0,1411,0,0,0,7,11,800,2,102,3,0,1
4440,30,4,2,2,0,617,0,0,0,27,3,192,2,-1,0,3,1
4441,40,9,0,2,0,4736,1,0,0,11,3,285,2,-1,0,3,1
4442,67,5,1,3,0,2540,0,0,1,14,11,279,3,92,9,2,1
4443,39,7,2,1,0,403,1,0,0,7,8,1262,3,-1,0,3,1
4444,20,1,2,1,0,423,1,0,0,16,0,498,1,-1,0,3,1
4445,31,4,1,2,0,131,0,0,0,18,3,332,2,-1,0,3,1
4446,31,0,2,2,0,4041,0,0,0,30,0,1034,2,-1,0,3,1
4447,33,4,1,2,0,273,1,0,2,16,8,803,1,-1,0,3,1
4448,45,1,1,0,0,101,1,0,2,12,8,460,5,-1,0,3,1
4449,45,0,1,1,0,0,0,1,1,15,5,533,3,-1,0,3,1
4450,31,9,2,1,0,2544,0,0,0,15,5,252,1,184,3,2,1
4451,33,9,1,2,0,1699,0,0,0,6,9,178,2,94,1,2,1
4452,41,1,1,1,0,2689,1,0,0,15,0,135,1,-1,0,3,1
4453,31,4,1,2,0,3160,1,0,0,26,0,688,2,-1,0,3,1
4454,50,3,1,1,0,388,0,0,0,11,7,203,2,-1,0,3,1
4455,56,5,1,1,0,393,0,1,0,26,5,183,1,221,2,0,1
4456,28,8,2,1,0,69,0,0,0,30,4,532,2,-1,0,3,1
4457,35,9,2,2,0,2658,1,0,0,19,1,768,2,141,3,0,1
4458,30,7,2,1,1,-366,1,0,0,18,5,516,1,-1,0,3,1
4459,64,5,1,1,0,466,1,0,0,18,10,526,1,-1,0,3,1
4460,32,8,2,2,0,64,0,0,0,30,6,598,4,105,5,0,1
4461,29,1,1,1,0,580,1,1,0,17,0,1311,2,-1,0,3,1
4462,29,4,2,1,0,3317,0,1,1,4,8,640,7,-1,0,3,1
4463,51,1,1,1,0,955,0,1,0,17,2,221,3,-1,0,3,1
4464,40,3,2,2,0,7441,0,0,0,31,5,1461,6,-1,0,3,1
4465,45,9,1,2,0,377,1,0,2,19,6,835,3,-1,0,3,1
4466,36,0,2,2,0,994,0,0,0,6,8,211,1,90,6,2,1
4467,31,1,1,1,0,1766,0,1,0,5,6,166,2,-1,0,3,1
4468,43,7,1,1,0,-236,1,0,0,28,5,745,7,-1,0,3,1
4469,42,7,1,1,0,774,0,0,0,28,4,997,1,-1,0,3,1
4470,46,0,1,1,0,659,1,0,1,29,5,1127,11,-1,0,3,1
4471,34,9,1,2,0,149,0,0,0,22,1,739,2,-1,0,3,1
4472,52,1,1,1,0,1405,0,1,0,17,5,753,2,-1,0,3,1
4473,47,0,1,1,0,290,1,0,0,22,5,1352,2,-1,0,3,1
4474,40,8,2,1,0,595,1,0,0,3,6,406,2,-1,0,3,1
4475,26,8,2,1,0,4613,0,0,0,28,8,663,3,196,2,1,1
4476,45,9,1,1,0,0,1,0,0,7,2,344,1,-1,0,3,1
4477,55,5,0,1,0,2204,0,0,0,22,3,261,1,264,1,0,1
4478,42,10,1,2,0,576,0,0,0,3,6,447,2,96,1,2,1
4479,40,4,2,2,0,3840,1,0,0,24,11,232,2,409,2,2,1
4480,43,9,1,1,0,1358,0,0,0,10,7,159,3,-1,0,3,1
4481,26,8,2,2,0,5169,1,0,0,25,8,397,1,35,2,0,1
4482,31,1,1,1,0,0,1,0,2,10,1,97,1,782,1,1,1
4483,31,4,2,2,0,533,0,0,0,11,3,144,1,91,9,2,1
4484,29,7,2,2,0,1788,0,0,0,27,10,353,1,-1,0,3,1
4485,44,6,0,2,0,1070,1,0,0,12,1,137,2,104,3,2,1
4486,35,4,2,2,0,80,0,0,0,4,11,434,2,94,1,1,1
4487,36,9,2,1,0,3254,1,0,2,27,10,207,1,-1,0,3,1
4488,30,0,2,1,0,1309,0,0,0,28,4,622,1,-1,0,3,1
4489,48,4,1,2,0,0,0,1,0,19,3,204,4,182,1,2,1
4490,33,4,2,3,0,1534,1,0,0,11,5,1041,2,-1,0,3,1
4491,36,4,1,2,0,535,0,0,0,20,0,150,2,-1,0,3,1
4492,46,0,1,1,0,368,0,0,0,20,1,293,1,90,4,1,1
4493,35,10,2,2,0,415,0,0,0,4,8,164,2,89,2,2,1
4494,46,9,1,1,0,3434,0,1,0,8,6,148,2,101,1,2,1
4495,32,0,1,1,0,35,0,0,0,17,2,324,3,126,3,2,1
4496,46,7,1,1,0,2948,0,0,0,21,9,893,1,-1,0,3,1
4497,54,3,1,2,0,2473,0,0,0,5,7,607,2,-1,0,3,1
4498,36,4,1,2,0,1133,1,0,0,4,1,293,1,181,2,1,1
4499,29,0,2,1,0,306,1,0,0,18,8,774,4,-1,0,3,1
4500,58,4,1,1,0,-382,0,0,0,31,5,644,12,-1,0,3,1
4501,35,0,0,1,0,1224,1,0,0,3,9,187,1,-1,0,3,1
4502,30,4,2,2,0,5359,0,0,0,27,8,119,1,98,1,2,1
4503,31,9,1,2,0,2166,0,0,0,13,5,577,6,182,2,2,1
4504,35,4,1,2,0,925,0,0,0,8,6,200,4,-1,0,3,1
4505,36,4,1,2,0,495,0,0,0,5,1,157,3,97,2,2,1
4506,34,0,1,1,0,2374,1,0,0,9,9,161,1,209,2,0,1
4507,28,8,2,1,0,1925,0,0,0,25,8,252,1,88,4,0,1
4508,23,7,2,1,0,279,1,0,0,18,8,843,1,370,1,0,1
4509,46,1,1,3,0,842,1,0,1,8,8,833,1,-1,0,3,1
4510,33,10,2,2,0,6748,0,0,0,14,1,1579,2,-1,0,3,1
4511,25,4,1,2,0,-242,1,1,0,18,8,600,4,332,4,1,1
4512,43,1,1,0,0,3917,0,0,0,2,7,154,1,-1,0,3,1
4513,38,9,2,1,0,1711,0,0,1,30,11,234,1,-1,0,3,1
4514,62,5,1,1,0,298,0,0,0,17,9,709,2,-1,0,3,1
4515,33,11,1,1,0,335,0,0,0,4,3,891,2,177,7,0,1
4516,53,4,1,3,0,2240,1,0,0,2,6,282,2,385,1,2,1
4517,38,9,1,1,0,1478,0,0,0,12,1,926,4,-1,0,3,1
4518,32,2,1,1,0,390,0,0,0,6,11,440,1,280,1,0,1
4519,24,8,2,1,0,1234,0,0,0,21,5,314,1,156,2,2,1
4520,26,4,2,2,0,3704,0,0,0,19,1,238,4,-1,0,3,1
4521,55,1,1,3,0,890,0,0,0,22,1,1329,2,-1,0,3,1
4522,47,4,1,2,0,3663,0,0,0,30,7,364,3,-1,0,3,1
4523,58,1,2,1,0,119,1,1,0,12,8,985,1,-1,0,3,1
4524,30,1,1,1,0,167,1,0,0,10,5,255,1,-1,0,3,1
4525,39,9,2,1,0,1022,1,0,2,20,8,1410,2,-1,0,3,1
4526,30,0,2,2,0,305,0,0,0,4,3,227,2,-1,0,3,1
4527,34,1,0,3,0,172,0,0,0,15,6,177,1,-1,0,3,1
4528,34,4,1,2,0,3047,0,0,0,30,0,317,1,160,5,1,1
4529,56,4,1,2,0,616,0,0,0,30,0,225,1,83,1,2,1
4530,27,7,2,1,0,453,0,0,0,19,0,142,2,-1,0,3,1
4531,46,6,2,1,0,526,0,0,0,30,0,523,1,87,2,1,1
4532,32,4,1,2,0,169,0,0,1,14,1,698,2,-1,0,3,1
4533,27,7,2,1,0,1347,0,0,1,28,2,824,1,193,11,2,1
4534,36,1,1,0,0,378,1,0,0,5,8,1240,1,-1,0,3,1
4535,46,0,2,2,0,2889,1,0,0,5,8,494,1,-1,0,3,1
4536,46,9,1,1,0,57,0,0,2,28,8,796,1,-1,0,3,1
4537,49,4,1,2,0,0,0,0,1,17,10,223,1,-1,0,3,1
4538,39,9,1,2,0,1293,0,0,0,3,6,140,2,-1,0,3,1
4539,33,9,2,1,0,2085,0,0,0,9,3,501,2,-1,0,3,1
4540,48,2,2,1,0,315,0,0,2,11,3,271,1,-1,0,3,1
4541,38,1,1,1,0,1627,0,0,2,16,6,1323,9,-1,0,3,1
4542,60,5,1,1,0,1853,0,0,0,10,3,234,1,183,1,2,1
4543,33,9,2,1,0,1429,1,0,0,31,1,268,8,-1,0,3,1
4544,64,4,1,2,0,3951,0,0,0,28,4,134,1,91,1,2,1
4545,22,6,2,2,0,780,0,0,0,17,7,272,3,-1,0,3,1
4546,34,9,0,2,0,674,1,0,0,7,1,587,2,-1,0,3,1
4547,36,1,1,1,0,218,1,0,0,4,8,619,6,-1,0,3,1
4548,72,5,1,0,0,763,0,0,0,24,0,384,2,-1,0,3,1
4549,37,7,1,1,0,4151,1,1,0,30,5,543,4,-1,0,3,1
4550,78,5,0,0,0,2787,0,0,1,1,5,372,1,-1,0,3,1
4551,31,9,1,2,0,26,0,1,0,18,9,419,1,127,6,1,1
4552,20,8,2,1,0,153,0,0,2,21,6,100,1,-1,0,3,1
4553,60,6,1,0,0,362,0,1,0,29,5,816,6,-1,0,3,1
4554,36,6,1,1,0,1184,1,0,0,6,0,1063,1,-1,0,3,1
4555,51,9,1,1,0,6840,0,0,1,7,5,257,1,-1,0,3,1
4556,26,1,2,1,0,3145,0,0,0,28,2,1141,1,209,1,1,1
4557,48,0,1,1,0,660,0,0,0,18,3,318,1,561,2,2,1
4558,49,4,1,2,0,1311,1,0,0,8,8,813,1,-1,0,3,1
4559,20,8,2,1,0,215,0,0,0,24,9,325,1,95,5,2,1
4560,77,5,1,0,0,3324,0,0,0,13,8,289,1,91,5,2,1
4561,42,4,2,2,1,0,1,0,0,21,9,824,1,-1,0,3,1
4562,31,0,2,1,0,747,1,0,2,26,8,543,2,-1,0,3,1
4563,56,1,1,1,0,448,1,1,0,17,8,556,1,181,2,1,1
4564,32,9,2,2,0,1246,1,0,0,30,0,509,1,85,2,2,1
4565,33,4,1,2,0,271,1,0,0,14,1,801,2,-1,0,3,1
4566,33,4,2,2,0,1271,1,0,0,15,0,636,3,330,1,0,1
4567,54,3,1,1,0,962,1,0,0,29,10,288,3,-1,0,3,1
4568,28,8,2,2,0,3054,0,0,0,30,0,384,1,80,6,1,1
4569,41,10,1,2,0,0,0,0,0,30,10,373,3,-1,0,3,1
4570,51,4,1,2,0,346,0,0,0,12,9,134,2,192,3,0,1
4571,43,1,0,0,0,3550,0,0,0,20,9,1154,1,-1,0,3,1
4572,36,4,2,2,0,1379,0,0,0,25,8,189,1,186,1,0,1
4573,49,4,1,2,0,1093,1,1,0,12,4,243,2,91,2,2,1
4574,47,0,0,1,0,295,1,0,2,6,6,94,2,-1,0,3,1
4575,30,7,1,1,0,129,1,0,2,26,8,1446,7,-1,0,3,1
4576,31,9,1,2,0,636,1,0,0,4,8,352,4,-1,0,3,1
4577,39,9,1,1,0,4101,1,0,0,18,3,146,2,264,1,1,1
4578,40,4,1,2,0,3352,1,0,1,23,10,138,1,-1,0,3,1
4579,48,4,2,2,0,334,1,0,0,28,11,600,2,92,12,2,1
4580,30,7,0,1,0,341,1,0,0,20,9,478,1,-1,0,3,1
4581,41,2,1,1,0,8491,1,0,0,18,9,929,1,-1,0,3,1
4582,33,7,1,1,0,227,1,1,0,13,1,477,2,-1,0,3,1
4583,25,8,2,1,0,125,0,0,0,9,3,215,1,92,2,2,1
4584,49,0,1,1,0,3608,1,0,2,13,9,231,1,-1,0,3,1
4585,32,4,2,2,0,2536,1,0,0,26,1,958,6,-1,0,3,1
4586,64,4,1,2,0,4688,0,0,0,21,10,200,1,-1,0,3,1
4587,28,8,2,1,0,0,0,0,0,18,3,209,20,-1,0,3,1
4588,37,4,1,2,0,1113,0,0,0,2,7,229,1,182,1,2,1
4589,25,1,2,1,0,1857,1,0,0,13,0,295,4,187,6,2,1
4590,53,0,2,1,0,2892,0,0,0,9,0,527,3,-1,0,3,1
4591,62,6,0,2,0,6,1,0,0,13,0,103,1,182,3,2,1
4592,34,7,1,1,0,1076,0,0,0,12,8,152,1,182,6,2,1
4593,26,0,2,1,1,-930,1,0,0,14,8,786,1,-1,0,3,1
4594,39,1,1,1,0,1382,1,0,0,11,3,397,2,-1,0,3,1
4595,45,4,2,2,0,2048,1,0,0,18,10,310,1,804,1,0,1
4596,19,8,2,0,0,608,0,0,0,12,8,236,1,180,2,2,1
4597,33,1,0,3,1,-274,1,1,0,17,0,715,2,329,2,0,1
4598,43,0,1,1,0,132,0,0,0,27,8,187,2,71,1,2,1
4599,35,9,2,1,0,344,0,0,0,27,1,519,16,-1,0,3,1
4600,52,1,1,1,0,2230,0,0,0,29,10,423,3,-1,0,3,1
4601,28,6,2,1,0,5679,1,0,0,9,3,701,4,-1,0,3,1
4602,35,1,2,1,0,885,1,0,0,15,5,632,6,-1,0,3,1
4603,50,1,1,0,0,3764,0,0,1,9,11,214,2,99,4,0,1
4604,37,7,1,1,0,4017,0,0,0,30,0,665,2,196,1,2,1
4605,36,9,1,1,0,368,1,1,2,6,8,1597,2,-1,0,3,1
4606,61,5,1,1,0,569,0,0,0,4,1,219,1,-1,0,3,1
4607,24,1,1,1,0,272,0,0,0,16,9,105,2,94,2,2,1
4608,35,7,2,0,0,167,0,1,0,11,5,614,2,-1,0,3,1
4609,32,4,1,2,0,1388,1,0,0,30,0,753,1,-1,0,3,1
4610,45,1,1,1,0,7895,1,0,0,4,3,872,1,-1,0,3,1
4611,43,1,1,1,0,2160,0,0,0,8,11,261,1,98,1,2,1
4612,39,9,1,1,0,1587,1,0,0,2,6,171,3,-1,0,3,1
4613,35,4,0,2,0,1723,1,0,0,25,5,862,1,-1,0,3,1
4614,23,8,2,2,0,691,0,0,0,27,8,1178,1,178,6,2,1
4615,34,1,1,1,0,243,1,0,0,18,8,507,1,-1,0,3,1
4616,47,0,2,1,0,3696,0,0,0,12,4,758,4,-1,0,3,1
4617,21,8,2,1,0,71,0,0,0,13,4,169,2,-1,0,3,1
4618,37,11,2,2,0,0,0,0,0,8,6,257,2,97,1,2,1
4619,53,0,1,1,0,3765,0,0,2,20,6,1094,3,-1,0,3,1
4620,46,1,1,0,0,977,0,1,1,2,3,436,3,-1,0,3,1
4621,26,9,2,2,0,15161,0,0,0,2,3,280,1,-1,0,3,1
4622,51,0,1,2,0,0,1,1,0,8,7,124,2,-1,0,3,1
4623,58,2,1,2,0,776,1,0,1,9,5,990,1,-1,0,3,1
4624,51,0,2,1,0,1994,0,0,2,18,6,771,2,-1,0,3,1
4625,33,0,1,1,0,616,0,0,0,6,11,250,3,-1,0,3,1
4626,46,3,1,0,0,3512,0,0,0,30,10,175,1,197,1,0,1
4627,34,9,2,2,0,6529,0,0,0,14,1,505,2,-1,0,3,1
4628,40,1,1,0,0,0,1,0,0,21,5,1080,4,-1,0,3,1
4629,40,0,0,1,0,2129,0,0,0,30,0,452,1,-1,0,3,1
4630,46,9,2,1,0,874,0,0,0,19,9,819,3,-1,0,3,1
4631,59,2,1,1,0,496,0,0,0,22,10,738,3,183,1,2,1
4632,34,9,1,2,0,1539,1,0,0,15,6,441,1,56,1,1,1
4633,49,4,0,2,0,348,0,0,0,30,10,125,1,-1,0,3,1
4634,28,4,2,2,0,1287,1,0,0,26,3,65,1,-1,0,3,1
4635,56,4,1,2,0,12356,1,0,0,26,8,410,1,551,5,1,1
4636,28,9,2,1,0,5763,0,1,0,5,7,196,2,-1,0,3,1
4637,33,1,1,1,0,-267,1,0,0,20,0,1030,3,-1,0,3,1
4638,37,10,2,1,0,443,0,0,0,29,4,1600,1,-1,0,3,1
4639,38,7,1,1,0,934,1,0,0,14,8,715,1,-1,0,3,1
4640,25,9,2,1,0,4859,0,0,0,12,4,227,1,-1,0,3,1
4641,74,5,1,2,0,1843,0,0,0,15,11,251,2,184,3,2,1
4642,42,10,1,1,0,1289,0,0,0,15,5,250,4,415,2,0,1
4643,29,3,2,2,0,19,0,0,0,3,2,274,1,230,1,2,1
4644,60,5,1,1,0,8332,0,0,0,16,7,279,1,194,7,1,1
4645,41,1,1,1,0,5517,1,0,0,10,5,584,1,-1,0,3,1
4646,51,0,1,1,0,949,0,0,0,5,1,1092,1,-1,0,3,1
4647,49,1,1,0,0,-157,1,0,0,7,5,491,3,-1,0,3,1
4648,41,4,1,2,0,254,0,0,0,9,6,183,2,294,2,0,1
4649,31,1,1,1,0,136,0,0,0,12,8,228,2,267,1,0,1
4650,25,0,2,1,0,285,0,0,0,3,5,658,3,-1,0,3,1
4651,32,4,0,2,0,874,0,0,0,12,1,1282,6,-1,0,3,1
4652,73,5,1,2,0,1641,1,0,0,27,3,49,2,-1,0,3,1
4653,31,4,2,1,0,1088,1,0,0,8,0,575,2,-1,0,3,1
4654,32,8,2,2,0,1138,0,0,1,10,3,402,3,-1,0,3,1
4655,27,8,2,2,0,13107,1,0,0,6,0,661,1,314,2,0,1
4656,60,5,1,2,0,2557,1,0,0,2,3,415,1,-1,0,3,1
4657,34,0,1,2,0,142,1,0,0,13,8,459,1,-1,0,3,1
4658,43,0,2,1,0,733,1,0,0,19,9,1102,3,-1,0,3,1
4659,31,2,2,2,1,-405,1,1,0,13,1,703,2,-1,0,3,1
4660,42,4,2,2,0,11008,0,0,0,28,5,822,6,405,1,2,1
4661,27,7,2,1,0,246,0,0,0,17,6,453,2,-1,0,3,1
4662,57,5,1,2,0,0,1,1,2,28,8,648,1,-1,0,3,1
4663,30,4,2,2,0,536,0,0,0,14,4,362,2,91,2,2,1
4664,45,0,0,2,0,1506,0,0,0,28,5,365,4,-1,0,3,1
4665,49,0,2,1,0,716,1,0,2,15,8,1257,3,-1,0,3,1
4666,31,4,2,2,0,354,0,0,0,21,0,242,2,-1,0,3,1
4667,41,4,0,2,0,1757,0,0,0,22,0,314,1,239,13,0,1
4668,57,9,1,1,0,7554,0,0,1,28,10,141,1,-1,0,3,1
4669,57,4,0,3,0,854,0,0,0,6,10,480,1,40,5,2,1
4670,58,5,1,1,0,1230,0,0,0,20,8,420,1,87,1,0,1
4671,54,4,1,2,0,1303,0,0,0,3,3,1635,1,-1,0,3,1
4672,36,4,1,2,0,93,0,0,0,12,5,262,2,182,7,0,1
4673,53,7,0,0,0,-291,1,1,2,7,8,591,1,-1,0,3,1
4674,34,0,1,2,0,69,0,1,0,3,1,263,3,251,3,2,1
4675,27,10,2,1,0,771,0,0,0,21,10,181,1,302,3,1,1
4676,41,7,2,1,0,-675,1,1,0,18,7,147,4,-1,0,3,1
4677,62,9,1,1,0,973,0,0,0,2,3,326,1,-1,0,3,1
4678,27,1,2,0,0,377,0,0,0,19,3,645,2,-1,0,3,1
4679,37,9,1,1,0,480,0,0,0,22,10,344,2,182,8,1,1
4680,22,8,2,1,0,552,0,0,0,1,11,327,1,-1,0,3,1
4681,27,8,2,2,0,3733,1,0,1,13,3,299,6,-1,0,3,1
4682,30,7,2,1,0,-158,1,0,0,12,8,426,1,370,2,0,1
4683,28,0,2,1,0,136,0,0,0,16,6,355,1,-1,0,3,1
4684,27,0,2,1,0,4590,1,0,0,10,9,131,4,89,3,0,1
4685,42,4,0,1,0,283,1,0,0,23,5,761,1,-1,0,3,1
4686,36,4,1,2,0,0,1,0,1,23,10,140,1,143,3,0,1
4687,27,1,1,1,0,419,1,0,2,4,6,1181,2,-1,0,3,1
4688,58,7,0,1,0,462,0,0,0,12,1,332,1,-1,0,3,1
4689,55,9,0,1,1,4,0,0,0,28,4,1048,1,-1,0,3,1
4690,52,0,0,1,0,363,1,0,0,21,1,168,1,462,1,2,1
4691,42,4,2,2,0,7560,0,0,0,28,4,132,1,-1,0,3,1
4692,46,4,0,2,0,1297,0,0,0,11,1,716,3,-1,0,3,1
4693,32,9,2,1,0,40,0,0,0,8,1,419,2,-1,0,3,1
4694,52,9,2,1,0,436,0,1,2,22,7,95,1,-1,0,3,1
4695,57,0,1,1,0,403,1,0,0,18,8,603,1,340,2,1,1
4696,40,9,2,1,0,5637,1,0,2,30,8,553,3,-1,0,3,1
4697,30,6,2,2,0,916,0,0,0,29,2,449,2,-1,0,3,1
4698,30,4,1,2,0,1942,1,1,0,21,9,436,2,178,3,1,1
4699,39,9,0,1,0,385,0,0,0,13,10,242,1,48,2,0,1
4700,28,9,2,1,1,-1042,1,0,2,6,6,712,2,-1,0,3,1
4701,34,4,1,2,0,3696,0,0,0,8,0,758,2,160,5,1,1
4702,30,4,2,2,0,3384,0,0,0,4,6,578,2,-1,0,3,1
4703,24,9,1,1,0,556,1,0,0,8,3,278,1,94,4,2,1
4704,59,4,1,2,0,315,0,0,0,2,7,591,1,176,2,0,1
4705,38,10,1,2,0,2812,1,0,0,30,0,830,1,-1,0,3,1
4706,47,10,1,0,0,324,0,0,0,21,9,462,2,-1,0,3,1
4707,52,1,1,1,0,-519,1,0,2,9,6,442,8,-1,0,3,1
4708,35,8,2,1,0,188,1,0,0,16,3,75,3,200,5,0,1
4709,61,4,1,2,0,267,0,0,0,20,0,190,1,-1,0,3,1
4710,46,6,0,2,0,21,0,0,0,30,5,566,2,-1,0,3,1
4711,55,0,1,3,0,2038,0,0,0,9,0,394,1,-1,0,3,1
4712,42,9,2,3,0,11115,0,0,0,10,1,187,1,102,1,2,1
4713,26,4,2,2,0,194,0,0,0,22,0,407,2,-1,0,3,1
4714,58,0,1,1,0,169,0,0,0,13,1,880,1,92,8,2,1
4715,46,4,0,1,0,0,0,0,0,27,1,763,5,-1,0,3,1
4716,39,4,1,1,0,2981,0,0,0,26,7,200,1,-1,0,3,1
4717,29,8,2,1,0,67,0,0,0,23,3,211,1,187,5,2,1
4718,21,9,2,3,0,360,0,0,0,26,8,131,2,-1,0,3,1
4719,57,9,1,0,0,3376,1,0,1,2,6,421,2,-1,0,3,1
4720,31,4,2,2,0,4718,1,0,0,21,9,536,1,-1,0,3,1
4721,49,9,0,3,0,387,0,0,0,28,4,325,1,-1,0,3,1
4722,56,4,0,2,0,4266,1,0,2,17,6,490,4,-1,0,3,1
4723,30,0,1,1,0,396,1,0,0,13,8,366,3,348,2,0,1
4724,34,9,2,1,0,2085,0,0,0,10,1,356,3,182,2,2,1
4725,35,4,2,2,0,62,1,0,0,20,0,213,3,-1,0,3,1
4726,55,5,0,1,0,-268,0,1,0,24,5,1417,1,-1,0,3,1
4727,44,1,1,1,0,1697,1,0,2,4,5,150,2,-1,0,3,1
4728,36,9,1,2,0,341,0,0,0,13,1,282,1,-1,0,3,1
4729,63,5,0,0,0,109,0,0,0,10,9,406,2,-1,0,3,1
4730,37,4,1,2,0,0,0,0,0,15,4,426,2,196,1,1,1
4731,58,5,1,0,0,4158,0,0,0,13,1,455,2,-1,0,3,1
4732,37,4,1,2,0,156,0,0,0,19,9,366,3,-1,0,3,1
4733,26,4,2,2,0,390,0,0,0,7,1,325,1,-1,0,3,1
4734,44,1,2,0,0,36,1,0,0,15,8,551,1,371,2,0,1
4735,37,9,2,2,0,0,1,0,0,23,5,366,6,-1,0,3,1
4736,53,4,0,2,0,50,1,0,0,15,8,669,1,337,3,0,1
4737,37,4,2,2,0,102,1,0,0,6,8,445,1,258,2,0,1
4738,40,1,1,0,0,57,1,0,0,31,5,1007,9,-1,0,3,1
4739,40,1,0,1,0,973,0,0,0,14,8,449,1,-1,0,3,1
4740,31,4,1,2,0,3,1,1,0,11,3,331,1,-1,0,3,1
4741,36,6,1,1,0,1245,1,0,2,6,6,1469,9,-1,0,3,1
4742,36,1,1,0,0,828,0,0,0,13,8,1512,1,345,8,0,1
4743,52,1,1,3,0,0,1,0,0,9,5,1486,1,-1,0,3,1
4744,39,1,1,1,0,167,1,1,0,12,8,612,1,-1,0,3,1
4745,47,0,1,3,0,66,0,0,0,7,1,358,1,-1,0,3,1
4746,49,2,1,1,0,687,1,0,0,17,0,772,1,-1,0,3,1
4747,32,9,1,2,0,2688,0,0,0,14,10,216,1,57,1,0,1
4748,36,4,1,2,0,625,1,0,0,18,5,1360,9,-1,0,3,1
4749,27,9,2,1,0,1742,1,0,2,16,8,787,1,-1,0,3,1
4750,71,5,0,0,0,1729,0,0,0,17,9,456,2,-1,0,3,1
4751,32,1,1,1,0,889,1,0,0,10,11,185,1,99,5,2,1
4752,29,4,2,2,0,224,1,0,0,24,0,65,2,81,3,0,1
4753,64,3,1,0,0,768,0,0,0,14,4,371,1,-1,0,3,1
4754,24,8,2,1,0,1809,0,0,0,11,10,165,1,95,2,2,1
4755,21,8,2,0,0,423,0,0,1,18,4,287,5,285,5,2,1
4756,42,2,0,1,0,335,1,0,0,12,8,580,1,-1,0,3,1
4757,47,1,1,1,0,182,1,0,1,10,5,39,1,-1,0,3,1
4758,53,1,0,0,0,4401,0,0,1,11,9,241,1,92,1,2,1
4759,33,0,2,1,0,607,0,0,0,27,3,110,2,-1,0,3,1
4760,62,5,1,0,0,1084,0,0,0,14,0,505,1,-1,0,3,1
4761,33,1,1,1,0,0,0,0,0,29,5,454,6,-1,0,3,1
4762,58,10,1,1,0,687,1,0,0,30,0,341,2,-1,0,3,1
4763,52,7,1,1,0,659,0,0,0,27,10,113,1,-1,0,3,1
4764,37,9,2,1,0,1435,0,0,0,18,1,724,16,-1,0,3,1
4765,37,4,2,2,0,8828,0,0,2,12,6,1010,3,-1,0,3,1
4766,34,0,1,2,0,69,0,1,0,25,9,296,1,205,2,0,1
4767,79,5,0,0,0,79,0,0,0,9,10,1106,2,-1,0,3,1
4768,54,6,1,2,0,990,0,0,0,3,6,244,2,-1,0,3,1
4769,28,0,2,1,0,2290,1,0,0,18,8,2301,1,-1,0,3,1
4770,33,4,1,2,0,679,0,0,0,5,1,1109,2,-1,0,3,1
4771,21,1,1,0,0,-172,1,1,0,15,8,409,1,361,3,0,1
4772,46,6,1,1,0,548,0,0,0,12,1,1181,4,-1,0,3,1
4773,38,9,2,1,0,565,1,0,0,30,0,1143,1,-1,0,3,1
4774,32,7,1,0,0,228,1,0,0,21,5,1017,6,-1,0,3,1
4775,34,6,1,2,0,0,0,0,0,28,1,730,11,-1,0,3,1
4776,49,0,2,2,0,228,1,0,0,2,7,368,1,-1,0,3,1
4777,31,9,2,2,0,454,0,0,0,30,0,266,1,-1,0,3,1
4778,32,6,1,1,0,514,1,0,0,11,5,812,1,-1,0,3,1
4779,38,1,2,2,0,2885,1,0,2,20,6,1422,10,-1,0,3,1
4780,27,1,2,2,0,567,0,0,0,25,9,238,2,184,1,2,1
4781,78,11,1,3,0,2235,0,0,1,14,0,300,3,-1,0,3,1
4782,60,5,1,1,0,5267,0,0,0,4,11,520,1,-1,0,3,1
4783,36,0,1,2,0,29,0,0,0,12,1,576,1,-1,0,3,1
4784,75,5,1,1,0,291,0,0,0,12,1,350,1,182,2,2,1
4785,30,4,2,2,0,4889,0,0,0,11,1,545,2,-1,0,3,1
4786,30,4,2,2,0,502,0,1,0,18,5,572,1,-1,0,3,1
4787,50,0,1,1,0,3608,1,0,0,13,9,176,2,197,2,2,1
4788,37,4,1,2,0,3556,0,0,0,9,9,268,1,-1,0,3,1
4789,60,0,0,1,0,-41,1,1,0,6,3,1658,1,262,1,0,1
4790,26,4,2,2,0,3944,1,0,0,14,8,974,2,-1,0,3,1
4791,49,7,1,1,0,202,1,0,0,17,9,651,2,104,1,0,1
4792,40,9,2,2,0,1175,0,0,0,14,0,184,1,-1,0,3,1
4793,46,0,1,1,0,974,0,0,0,17,7,178,1,-1,0,3,1
4794,38,4,2,2,0,3141,0,0,0,9,9,347,4,189,2,2,1
4795,74,5,0,1,0,4079,0,0,0,19,10,343,3,-1,0,3,1
4796,35,7,2,2,0,0,0,0,0,3,5,704,1,-1,0,3,1
4797,50,10,1,1,0,3357,0,0,0,9,6,239,4,-1,0,3,1
4798,54,4,1,0,0,2587,0,0,0,2,6,236,2,-1,0,3,1
4799,35,4,0,2,0,434,1,0,0,13,1,1314,2,-1,0,3,1
